State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Plan Type,Rating Area,Premium Adult Individual Age 21,Medical Deductible - Individual - Standard,Medical Maximum Out Of Pocket - Individual - Standard
LA,22003,Allen,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$778.23,"$1,500","$8,700"
LA,22003,Allen,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$469.51,"$6,700","$8,700"
LA,22003,Allen,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$738.39,"$3,100","$7,000"
LA,22003,Allen,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$548.42,"$6,100","$7,000"
LA,22005,Ascension,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$763.97,"$3,000","$8,700"
LA,22005,Ascension,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$819.80,"$1,500","$8,700"
LA,22005,Ascension,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$494.59,"$6,700","$8,700"
LA,22005,Ascension,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$777.83,"$3,100","$7,000"
LA,22005,Ascension,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$577.72,"$6,100","$7,000"
LA,22007,Assumption,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$702.80,"$3,000","$8,700"
LA,22007,Assumption,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$754.16,"$1,500","$8,700"
LA,22007,Assumption,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$454.99,"$6,700","$8,700"
LA,22007,Assumption,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$715.55,"$3,100","$7,000"
LA,22007,Assumption,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$531.46,"$6,100","$7,000"
LA,22009,Avoyelles,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$740.86,"$3,000","$8,700"
LA,22009,Avoyelles,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$795.00,"$1,500","$8,700"
LA,22009,Avoyelles,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$479.63,"$6,700","$8,700"
LA,22009,Avoyelles,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$754.30,"$3,100","$7,000"
LA,22009,Avoyelles,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$560.25,"$6,100","$7,000"
LA,22011,Beauregard,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$725.23,"$3,000","$8,700"
LA,22011,Beauregard,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$778.23,"$1,500","$8,700"
LA,22011,Beauregard,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$469.51,"$6,700","$8,700"
LA,22011,Beauregard,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$738.39,"$3,100","$7,000"
LA,22011,Beauregard,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$548.42,"$6,100","$7,000"
LA,22013,Bienville,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22013,Bienville,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22013,Bienville,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22013,Bienville,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22013,Bienville,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22015,Bossier,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22015,Bossier,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22015,Bossier,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22015,Bossier,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22015,Bossier,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22017,Caddo,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22017,Caddo,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22017,Caddo,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22017,Caddo,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22017,Caddo,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22019,Calcasieu,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$725.23,"$3,000","$8,700"
LA,22019,Calcasieu,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$778.23,"$1,500","$8,700"
LA,22019,Calcasieu,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$469.51,"$6,700","$8,700"
LA,22019,Calcasieu,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$738.39,"$3,100","$7,000"
LA,22019,Calcasieu,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$548.42,"$6,100","$7,000"
LA,22021,Caldwell,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22021,Caldwell,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22021,Caldwell,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22021,Caldwell,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22021,Caldwell,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22023,Cameron,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$725.23,"$3,000","$8,700"
LA,22023,Cameron,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$778.23,"$1,500","$8,700"
LA,22023,Cameron,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$469.51,"$6,700","$8,700"
LA,22023,Cameron,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$738.39,"$3,100","$7,000"
LA,22023,Cameron,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$548.42,"$6,100","$7,000"
LA,22025,Catahoula,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$740.86,"$3,000","$8,700"
LA,22025,Catahoula,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$795.00,"$1,500","$8,700"
LA,22025,Catahoula,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$479.63,"$6,700","$8,700"
LA,22025,Catahoula,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$754.30,"$3,100","$7,000"
LA,22025,Catahoula,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$560.25,"$6,100","$7,000"
LA,22027,Claiborne,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22027,Claiborne,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22027,Claiborne,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22027,Claiborne,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22027,Claiborne,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22029,Concordia,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$740.86,"$3,000","$8,700"
LA,22029,Concordia,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$795.00,"$1,500","$8,700"
LA,22029,Concordia,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$479.63,"$6,700","$8,700"
LA,22029,Concordia,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$754.30,"$3,100","$7,000"
LA,22029,Concordia,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$560.25,"$6,100","$7,000"
LA,22031,De Soto,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22031,De Soto,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22031,De Soto,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22031,De Soto,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22031,De Soto,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22033,East Baton Rouge,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$763.97,"$3,000","$8,700"
LA,22033,East Baton Rouge,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$819.80,"$1,500","$8,700"
LA,22033,East Baton Rouge,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$494.59,"$6,700","$8,700"
LA,22033,East Baton Rouge,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$777.83,"$3,100","$7,000"
LA,22033,East Baton Rouge,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$577.72,"$6,100","$7,000"
LA,22035,East Carroll,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22035,East Carroll,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22035,East Carroll,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22035,East Carroll,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22035,East Carroll,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22037,East Feliciana,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$763.97,"$3,000","$8,700"
LA,22037,East Feliciana,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$819.80,"$1,500","$8,700"
LA,22037,East Feliciana,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$494.59,"$6,700","$8,700"
LA,22037,East Feliciana,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$777.83,"$3,100","$7,000"
LA,22037,East Feliciana,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$577.72,"$6,100","$7,000"
LA,22039,Evangeline,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$717.76,"$3,000","$8,700"
LA,22039,Evangeline,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$770.21,"$1,500","$8,700"
LA,22039,Evangeline,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$464.67,"$6,700","$8,700"
LA,22039,Evangeline,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$730.78,"$3,100","$7,000"
LA,22039,Evangeline,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$542.77,"$6,100","$7,000"
LA,22041,Franklin,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22041,Franklin,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22041,Franklin,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22041,Franklin,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22041,Franklin,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22043,Grant,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$740.86,"$3,000","$8,700"
LA,22043,Grant,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$795.00,"$1,500","$8,700"
LA,22043,Grant,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$479.63,"$6,700","$8,700"
LA,22043,Grant,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$754.30,"$3,100","$7,000"
LA,22043,Grant,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$560.25,"$6,100","$7,000"
LA,22045,Iberia,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$717.76,"$3,000","$8,700"
LA,22045,Iberia,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$770.21,"$1,500","$8,700"
LA,22045,Iberia,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$464.67,"$6,700","$8,700"
LA,22045,Iberia,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$730.78,"$3,100","$7,000"
LA,22045,Iberia,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$542.77,"$6,100","$7,000"
LA,22047,Iberville,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$763.97,"$3,000","$8,700"
LA,22047,Iberville,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$819.80,"$1,500","$8,700"
LA,22047,Iberville,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$494.59,"$6,700","$8,700"
LA,22047,Iberville,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$777.83,"$3,100","$7,000"
LA,22047,Iberville,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$577.72,"$6,100","$7,000"
LA,22049,Jackson,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22049,Jackson,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22049,Jackson,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22049,Jackson,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22049,Jackson,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22051,Jefferson,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$748.34,"$3,000","$8,700"
LA,22051,Jefferson,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$803.03,"$1,500","$8,700"
LA,22051,Jefferson,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$484.47,"$6,700","$8,700"
LA,22051,Jefferson,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$761.92,"$3,100","$7,000"
LA,22051,Jefferson,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$565.90,"$6,100","$7,000"
LA,22053,Jefferson Davis,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$725.23,"$3,000","$8,700"
LA,22053,Jefferson Davis,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$778.23,"$1,500","$8,700"
LA,22053,Jefferson Davis,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$469.51,"$6,700","$8,700"
LA,22053,Jefferson Davis,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$738.39,"$3,100","$7,000"
LA,22053,Jefferson Davis,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 4,$548.42,"$6,100","$7,000"
LA,22059,La Salle,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$740.86,"$3,000","$8,700"
LA,22059,La Salle,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$795.00,"$1,500","$8,700"
LA,22059,La Salle,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$479.63,"$6,700","$8,700"
LA,22059,La Salle,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$754.30,"$3,100","$7,000"
LA,22059,La Salle,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$560.25,"$6,100","$7,000"
LA,22055,Lafayette,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$717.76,"$3,000","$8,700"
LA,22055,Lafayette,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$770.21,"$1,500","$8,700"
LA,22055,Lafayette,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$464.67,"$6,700","$8,700"
LA,22055,Lafayette,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$730.78,"$3,100","$7,000"
LA,22055,Lafayette,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 3,$542.77,"$6,100","$7,000"
LA,22057,Lafourche,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$702.80,"$3,000","$8,700"
LA,22057,Lafourche,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$754.16,"$1,500","$8,700"
LA,22057,Lafourche,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$454.99,"$6,700","$8,700"
LA,22057,Lafourche,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$715.55,"$3,100","$7,000"
LA,22057,Lafourche,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 2,$531.46,"$6,100","$7,000"
LA,22061,Lincoln,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22061,Lincoln,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22061,Lincoln,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22061,Lincoln,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22061,Lincoln,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22063,Livingston,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$763.97,"$3,000","$8,700"
LA,22063,Livingston,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$819.80,"$1,500","$8,700"
LA,22063,Livingston,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$494.59,"$6,700","$8,700"
LA,22063,Livingston,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$777.83,"$3,100","$7,000"
LA,22063,Livingston,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$577.72,"$6,100","$7,000"
LA,22065,Madison,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22065,Madison,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22065,Madison,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22065,Madison,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22065,Madison,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22067,Morehouse,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22067,Morehouse,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22067,Morehouse,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22067,Morehouse,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22067,Morehouse,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22069,Natchitoches,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22069,Natchitoches,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22069,Natchitoches,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22069,Natchitoches,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22069,Natchitoches,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22071,Orleans,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$748.34,"$3,000","$8,700"
LA,22071,Orleans,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$803.03,"$1,500","$8,700"
LA,22071,Orleans,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$484.47,"$6,700","$8,700"
LA,22071,Orleans,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$761.92,"$3,100","$7,000"
LA,22071,Orleans,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$565.90,"$6,100","$7,000"
LA,22073,Ouachita,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22073,Ouachita,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22073,Ouachita,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22073,Ouachita,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22073,Ouachita,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22075,Plaquemines,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$748.34,"$3,000","$8,700"
LA,22075,Plaquemines,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$803.03,"$1,500","$8,700"
LA,22075,Plaquemines,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$484.47,"$6,700","$8,700"
LA,22075,Plaquemines,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$761.92,"$3,100","$7,000"
LA,22075,Plaquemines,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$565.90,"$6,100","$7,000"
LA,22077,Pointe Coupee,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$763.97,"$3,000","$8,700"
LA,22077,Pointe Coupee,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$819.80,"$1,500","$8,700"
LA,22077,Pointe Coupee,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$494.59,"$6,700","$8,700"
LA,22077,Pointe Coupee,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$777.83,"$3,100","$7,000"
LA,22077,Pointe Coupee,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 5,$577.72,"$6,100","$7,000"
LA,22079,Rapides,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$740.86,"$3,000","$8,700"
LA,22079,Rapides,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$795.00,"$1,500","$8,700"
LA,22079,Rapides,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$479.63,"$6,700","$8,700"
LA,22079,Rapides,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$754.30,"$3,100","$7,000"
LA,22079,Rapides,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 6,$560.25,"$6,100","$7,000"
LA,22081,Red River,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22081,Red River,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22081,Red River,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22081,Red River,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22081,Red River,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22083,Richland,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$740.86,"$3,000","$8,700"
LA,22083,Richland,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$795.00,"$1,500","$8,700"
LA,22083,Richland,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$479.63,"$6,700","$8,700"
LA,22083,Richland,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$754.30,"$3,100","$7,000"
LA,22083,Richland,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 7,$560.25,"$6,100","$7,000"
LA,22085,Sabine,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$755.82,"$3,000","$8,700"
LA,22085,Sabine,Gold,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$811.05,"$1,500","$8,700"
LA,22085,Sabine,Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$489.31,"$6,700","$8,700"
LA,22085,Sabine,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$769.53,"$3,100","$7,000"
LA,22085,Sabine,Expanded Bronze,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 8,$571.55,"$6,100","$7,000"
LA,22087,Saint Bernard,Silver,Blue Cross and Blue Shield of Louisiana,PPO,Rating Area 1,$748.34,"$3,000","$8,700"
